nl,sql,predicted_ambiguity
"
What were the results and parties of the districts where incumbents were re-elected or won by a Republican?
","SELECT `District`, `Incumbent`, `Party`, `Result`, 
            CASE 
                WHEN `Result` LIKE '%Re-elected%' THEN 'Success'
                ELSE 'Failure'
            END AS ElectionOutcome
     FROM `table_1_1341586_39`
     WHERE `Result` LIKE '%Re-elected%' OR `Result` LIKE '%Republican%';",5.383195400238037
 '''question''' What is the status of each incumbent who was re-elected in the 1986 United States House of Representatives election? '''question''' What is the status for incumbents who were re-elected in the 1986 United States House of Representatives election?,"SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%Re-elected%' THEN 'Re-elected'
           ELSE 'Not Re-elected'
       END AS `Status`
FROM `table_1_1341586_43`",0.5252653956413269
:,"SELECT `Party`, COUNT(*) AS Election_Count
    FROM `table_1_1341586_44`
    WHERE `Result` LIKE '%Re-elected%'
    GROUP BY `Party`
    ORDER BY Election_Count DESC;",0.003885973244905472
:What were the outcomes for each district where the incumbent was re-elected?,"SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%Re-elected%' THEN 'Re-election'
               ELSE 'Defeat'
           END AS `Outcome`
    FROM `table_1_1341598_11`
    ORDER BY `First elected` DESC;",0.15705853700637817
" ```
     question: What were the districts, incumbents, parties, first elected years, results, and candidates for seats that were re-elected before 1984 or had no specified first elected year?
     ```","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates`
     FROM table_1_1341598_14
     WHERE `Result` LIKE '%Re-elected%'
     AND (`First elected` < 1984 OR `First elected` IS NULL)
     ORDER BY `First elected` DESC;",0.44165727496147156
"
    What are the last election year, party, incumbent, result, and total number of candidates for each district?
    ","SELECT 
        `District`, 
        `Incumbent`, 
        `Party`, 
        MAX(`First elected`) AS `Last Elected`, 
        `Result`, 
        COUNT(*) AS `Total Candidates`
    FROM 
        `table_1_1341598_36`
    GROUP BY 
        `District`, 
        `Incumbent`, 
        `Party`, 
        `Result`
    ORDER BY 
        `Last Elected` DESC;",1.2356845140457153
"
What districts and incumbents were re-elected in the 1984 United States House of Representatives elections?
","SELECT 
    `District`, 
    `Incumbent`
FROM
    table_1_1341598_39;",0.14207804203033447
"
    What was the outcome of each election listed in the table?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%re-elected%' THEN 'Re-Elected'
               WHEN `Result` LIKE '%retired%' OR `Result` LIKE '%hold%' THEN 'Retired'
               ELSE 'Other'
           END AS `Outcome`
    FROM `table_1_1341598_44`;",7.433352947235107
"
     Which incumbent's party and district information is listed in the table?
     ","SELECT `District`, `Incumbent`, `Party` FROM `table_1_1341604_39`",0.06939497590065002
"
What are the district, incumbent, party, first elected year, result type, and winner for each race?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%hold%' THEN 'Democratic hold'
           ELSE `Result`
       END AS `Result_Type`, 
       MAX(CASE WHEN `Candidates` LIKE '%(D)%' THEN `Candidates` END)
FROM `table_1_1341640_14`",1.8359094858169556
"
Which districts had incumbents who were re-elected?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%Re-elected%' THEN 'Re-elected'
           ELSE 'Not Re-elected'
       END AS `Outcome`
FROM `table_1_1341640_26`
WHERE `District` IN (
    SELECT `District`
    FROM `table_1_1341640_26`  -- Fixed typo from '26' to '26'
    GROUP BY `District`
)",5.067831516265869
"
    Which districts had incumbents re-elected or where there was a Republican gain, sorted by when they were first elected?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result` 
    FROM table_1_1341640_39 
    WHERE `Result` LIKE '%re-elected%' OR `Result` LIKE '%Republican gain%'
    ORDER BY `First elected` DESC;",1.2129257917404175
```What were the outcomes for each district?```,"SELECT `District`, `Incumbent`, `Party`, `First elected`, 
            CASE 
                WHEN `Result` = 'Re-elected' THEN 'Success'
                ELSE 'Failed'
            END AS `Outcome`
    FROM `table_1_1341640_43`
    WHERE `District` IN (
        SELECT `District`
        FROM `table_1_1341640_43`
    )
    ORDER BY `District`;",2.407245397567749
"
    Which incumbent was re-elected based on their first election year?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%re-elected%' THEN 'Re-Elected'
               WHEN `Result` LIKE '%Lost renomination%' THEN 'Lost Renomination'
               ELSE `Result`
           END AS `Outcome`
    FROM `table_1_1341672_6`
    WHERE `Outcome` = 'Re-Elected'
    ORDER BY `First elected` DESC;",5.965534687042236
"
    What was the outcome (Re-elected, Lost Re-Election, or Other Result) for each district?
    ","SELECT `District`, `Incumbent`, `Party`, 
           CASE 
               WHEN `Result` LIKE '%re-elected%' THEN 'Re-elected'
               WHEN `Result` LIKE '%Lost re-election%' THEN 'Lost Re-Election'
               ELSE 'Other Result'
           END AS `Outcome`
    FROM `table_1_1341690_13`;",6.6913652420043945
"
    What were the districts, incumbents, parties, and last election years for each district where incumbents were re-elected, ordered by the latest election year?
    ","SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`) AS `Last_Elected`, `Result`
    FROM `table_1_1341690_18`
    GROUP BY `District`
    ORDER BY `Last_Elected` DESC;",0.05496867373585701
"
Which incumbent was re-elected and who were their main opponents?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%re-elected%' THEN 'Re-Elected'
           ELSE 'Not Re-Elected'
       END AS `Result_Type`, 
       MAX(CASE 
               WHEN `Candidates` = '' THEN NULL
               ELSE `Candidates`
           END) AS `Winner`
FROM `table_1_1341690_21`
GROUP BY `District`, `Incumbent`, `Party`, `First elected`, `Result_Type`
ORDER BY `District`;",4.696836471557617
"
How many times did each incumbent win or lose re-election?
","SELECT `Incumbent`, COUNT(*), SUM(CASE WHEN `Result` = 'Re-elected' THEN 1 ELSE 0 END) AS ReElectedCount, SUM(CASE WHEN `Result` = 'Lost re-election' THEN 1 ELSE 0 END) AS LostCount
    FROM `table_1_1341690_35`
    GROUP BY `Incumbent`",0.28525158762931824
"
Which districts had incumbents re-elected in 1974?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates`
FROM table_1_1341690_9
WHERE `Result` LIKE '%Re-elected%'
ORDER BY `First elected` DESC;",0.2045181393623352
:,"SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, 
           CASE 
               WHEN `Result` LIKE '%Renomination%' THEN 'Demographic Shift'
               ELSE 'No Demographic Shift'
           END AS `Shift`
    FROM `table_1_1341707_12`
    WHERE `Result` LIKE '%Renomination%' OR `Result` LIKE '%renomination%';",5.318098068237305
: What were the last election years and results for each district's incumbent?,"SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`) AS `Last_elected`, `Result`
    FROM table_1_1341707_15
    GROUP BY `District`, `Incumbent`, `Party`
    ORDER BY `Last_elected` DESC;",0.08680535852909088
"
    What districts had incumbents who were re-elected between 1940 and 1966?
    ","SELECT `District`, `Incumbent`, `Party`, strftime('%Y', `First elected`) AS `First elected_year`, `Result`, `Candidates`
    FROM table_1_1341707_20
    WHERE `Result` LIKE '%Re-elected%'
    ORDER BY `First elected_year` DESC;",0.12473979592323303
"
    Which incumbent won re-election in the 1972 United States House of Representatives elections for Texas districts?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates` FROM `table_1_1341707_45`",0.14101283252239227
"
What district had the latest incumbent first elected?
","SELECT `District`, MAX(`First elected`) AS `Max_First_elected`, `Incumbent`
FROM `table_1_1341707_7`
WHERE `First elected` IS NOT NULL AND `First elected`!= 0
GROUP BY `District`, `Incumbent`;",0.07590748369693756
"
Which districts had incumbents who were re-elected in 1970, sorted by when they first entered office?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates` 
FROM `table_1_1341718_14` 
WHERE `Result` LIKE '%Re-elected%' 
ORDER BY `First elected` DESC;",0.06625458598136902
"
What were the results and candidates for each re-election in the 1970 U.S. House of Representatives elections?
","SELECT `Incumbent`, `Party`, `First elected`, `Result`, `Candidates`
FROM `table_1_1341718_34`;",0.2003958821296692
"
What was the election status for each district where candidates were uncontested in re-elections?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN (`Result` LIKE '%Re-elected%' AND `Candidates` LIKE '%Unopposed%') THEN 'Unopposed Re-election'
               WHEN (`Result` LIKE '%Re-elected%' AND `Candidates` NOT LIKE '%Unopposed%') THEN 'Elected'
               ELSE 'Not Re-elected'
           END AS Election_Status
    FROM `table_1_1341718_36`
    ORDER BY `District`;",5.6648125648498535
"
What were the results of the United States House of Representatives elections in 1968 for each district?","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates` FROM `table_1_1341738_19` WHERE 1=1",0.08935292065143585
"
What were the outcomes and parties of the races in North Carolina?
","SELECT 
    `District`, 
    `Incumbent` AS `Incumbent Name`, 
    `Party`, 
    `First elected`, 
    CASE 
        WHEN `Result` LIKE '%Re-elected%' THEN 'Re-elected'
        WHEN `Result` LIKE '%Unopposed%' THEN 'Unopposed'
        ELSE 'Elected'
    END AS `Outcome`,
    CASE 
        WHEN `Result` LIKE '%gain%' THEN 'Gained'
    END
FROM 
    `table_1_1341738_34`;",9.567927360534668
"
What is the earliest election year for each district's incumbent party combination?
","SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`) AS EarliestElection
FROM `table_1_1341738_36`
GROUP BY `District`, `Incumbent`, `Party`;",0.08451415598392487
: How many seats were re-elected and how many were not?,"SELECT 
        COUNT(`District`) AS Total_Seats_Changed,
        SUM(CASE 
                WHEN `Result` = 'Re-elected' THEN 1
                ELSE 0
            END) AS Seats_Re_Elected,
        SUM(CASE 
                WHEN `Result`!= 'Re-elected' THEN 1
                ELSE 0
            END) AS Seats_Not_Re_Elected
    FROM `table_1_1341843_15`;",1.3640838861465454
"
    What were the outcomes for districts where incumbents were re-elected or did not face opposition?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, CASE 
        WHEN `Result` LIKE '%Re-elected%' THEN 'Elected'
        WHEN `Result` LIKE '%Renomination%' THEN 'Renominated'
        ELSE `Result`
    END AS `Outcome`
    FROM `table_1_1341843_44`
    WHERE `Result` NOT LIKE '%Lost%' AND `Result` NOT LIKE '%Unopposed%'
    ORDER BY `First elected` DESC;",8.847804069519043
"
    What were the election outcomes for districts where incumbents were re-elected or failed?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, 
           CASE 
               WHEN `Result` LIKE '%Re-elected%' THEN 'Success'
               ELSE 'Failed'
           END AS ElectionOutcome
    FROM `table_1_1341865_34`
    WHERE `Result` LIKE '%Re-elected%' OR `Result` LIKE '%Failed%';",6.888915538787842
"
What districts, incumbents, parties, results, and candidates were affected in elections where the incumbent was re-elected or there was a Democratic gain?
","SELECT `District`, `Incumbent`, `Party`, `Result`, `Candidates`
FROM table_1_1341865_37
WHERE `Result` LIKE '%re-elected%' OR `Result` LIKE '%Democratic gain%'",2.4965784549713135
"
    What district and incumbent had the most recent election year?
    ","SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`) AS `Most Recent Election Year`
    FROM `table_1_1341865_40`
    GROUP BY `District`
    ORDER BY `Most Recent Election Year` DESC;",0.07498550415039062
"
    Which districts had incumbents who were re-elected, ordered by when they first won office?
    ","SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`), `Result`
    FROM table_1_1341865_44
    WHERE `Result` LIKE '%Re-elected%'
    GROUP BY `District`, `Incumbent`, `Party`
    ORDER BY `First elected` DESC;",0.8183532953262329
"
What districts had incumbents who either won re-election or resulted in a Democratic gain?
","SELECT `District`, `Incumbent`, `Party`
FROM table_1_1341865_45
WHERE `Incumbent` IN (
    SELECT `Incumbent`
    FROM table_1_1341865_45
    WHERE `Result` LIKE '%re-elected%' OR `Result` LIKE '%Democratic gain%'
);",7.49009895324707
"
    Which incumbent and party members were re-elected in descending order of when they first entered office?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`
    FROM table_1_1341884_11
    WHERE `Result` LIKE '%Re-elected%'
    ORDER BY `First elected` DESC;",0.07030820846557617
"
What districts had incumbents who were re-elected and first elected in or after 1958?
","SELECT `District`, `Party`, `First elected`, `Result`, `Candidates` 
FROM `table_1_1341884_23` 
WHERE `Result` LIKE '%re-elected%' AND `First elected` >= 1958;",0.08186574280261993
"
    What were the districts, incumbents, their parties, first elected years, results, and candidates for the 1962 United States House of Representatives elections?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`, `Candidates` 
    FROM `table_1_1341884_40`",0.15189413726329803
nan,"SELECT 
        `District`, 
        `Incumbent`, 
        `Party`, 
        `First elected`, 
        CASE 
            WHEN `Result` LIKE '%Re-elected%' THEN 'Re-elected'
            ELSE `Result`
        END AS `Final Result`
    FROM
        `table_1_1341884_45`",0.562364935874939
"
    What were the last election years for each incumbent and their respective districts, grouped by district and party, ordered by the latest election year?
    ","SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`) AS LastElected, COUNT(*) AS ElectionCount
    FROM (
        SELECT `District`, `Incumbent`, `Party`, `First elected`
        FROM `table_1_1341897_23`
    )
    GROUP BY `District`, `Incumbent`, `Party`
    ORDER BY `LastElected` DESC;",4.016157150268555
"
    How many times did incumbents win under each party and result combination?
    ","SELECT `Incumbent`, `Party`, `Result`, COUNT(*) AS Election_Count
    FROM `table_1_1341897_42`
    GROUP BY `Incumbent`, `Party`, `Result`
    ORDER BY Election_Count DESC;",0.04853763058781624
"
What were the results for each district's incumbent, party, first elected year, and election result?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, `Result`
FROM `table_1_1341930_11`",0.12679427862167358
"
What was the average year the incumbents were first elected, and what type of results did we see in this dataset?
","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%Re-elected%' THEN 'Re-election'
           ELSE 'Not Re-elected'
       END AS Election_Type,
       AVG(CAST(REPLACE(`First elected`, ',', '') AS REAL)) AS Average_Elected
FROM `table_1_1341930_18`",0.28578242659568787
